Borough,Control,Condition of External Walls,Condition of Windows,Condition of Stairways,Condition of Floors,Condition of Building,Number of Units in Building,Complete Plumbing Facilities,Toilet Breakdowns,Kitchen Facilities Functioning,Monthly Contract Rent,Senior Citizen Rent Increase Exemption (SCRIE),Public Assistance Shelter Allowance,Another Federal Housing Subsidy Program,Another State or City Housing Subsidy Program,Heating Equipment Breakdown,Exterminator Service,Cracks or Holes in Interior Walls or Ceiling,Broken Plaster or Peeling Paint on Ceiling or Inside Walls,Water Leakage Inside Apartment,Year Built,Owner in Building,Length of Lease,Race,New Rent Law,Old,More_units,Brooklyn,Manhattan,Staten Island,Bronx,score,good
4,1,999919,99919,991999,999919,2,10,0,2,1,1401,9,2,2,2,1,2,2,1,2,8,2,2,1,1,1,0,0,0,0,0,10,1
4,1,191999,99919,991999,999919,8,8,0,1,1,1655,9,2,2,2,0,4,2,1,2,7,2,6,1,1,1,0,0,0,0,0,3,0
1,0,999919,99919,888888,999919,2,12,0,2,1,182,3,2,3,3,1,1,2,1,2,1,2,2,4,1,0,1,0,0,0,1,9,1
2,0,999919,99919,991999,999919,2,13,0,2,1,600,2,2,2,2,0,1,2,0,2,4,2,2,1,1,0,1,1,0,0,0,6,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1800,9,2,2,2,0,5,1,1,1,7,2,4,1,1,1,0,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,12,0,2,1,234,2,2,2,2,1,4,1,0,2,9,3,7,1,1,1,1,0,1,0,0,6,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1200,9,2,2,2,1,1,2,1,2,7,2,4,1,1,1,0,0,0,0,1,10,1
1,1,999919,88888,919999,999919,2,12,0,2,1,600,2,2,2,2,8,8,8,8,8,8,8,8,2,1,1,1,0,0,0,1,3,0
1,1,999919,99919,919999,999919,2,11,0,2,1,800,9,2,2,2,0,1,1,0,1,8,3,4,1,1,1,0,0,0,0,1,0,0
1,0,999919,99919,991999,999991,2,5,0,2,1,900,9,2,2,2,1,2,2,1,2,5,1,4,2,1,0,0,0,0,0,1,9,1
3,0,999919,99919,991999,999919,2,12,0,2,1,2800,2,2,2,2,1,2,2,1,2,8,2,4,1,1,1,1,0,1,0,0,10,1
4,0,999919,99919,991999,999991,2,3,0,8,8,1500,2,2,2,2,8,8,8,8,8,5,8,8,4,1,0,0,0,0,0,0,3,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1100,9,2,2,2,1,1,2,1,2,7,2,4,2,1,1,1,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1430,9,2,2,2,1,1,2,0,1,8,2,2,1,1,1,0,0,0,0,1,6,0
4,1,999919,99919,991999,999919,2,11,0,1,1,987,9,2,2,2,1,2,2,1,2,7,2,2,1,1,1,0,0,0,0,0,8,1
4,0,999919,99919,888888,888888,2,5,0,2,1,600,9,2,2,2,1,1,2,1,2,5,1,6,4,1,0,0,0,0,0,0,8,1
4,1,999919,99919,991999,999919,2,13,0,1,1,715,9,2,2,2,1,1,2,1,2,6,2,2,2,1,0,1,0,0,0,0,8,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1800,9,2,2,2,1,3,2,1,2,5,2,2,1,1,0,0,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,7,0,1,1,1700,2,2,2,2,1,4,2,1,1,7,2,6,1,1,1,0,1,0,0,0,6,0
4,1,999919,99919,991999,999919,2,9,0,2,1,900,9,2,2,2,8,8,8,8,8,9,8,8,1,1,1,0,0,0,0,0,6,0
4,0,999919,99919,991999,999919,2,1,0,2,1,1550,9,2,2,2,1,2,2,1,2,5,2,4,2,1,0,0,0,0,0,0,10,1
2,0,999919,99919,888888,999991,2,5,0,8,8,1200,3,3,3,3,8,8,8,8,8,5,8,8,1,1,0,0,1,0,0,0,2,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1300,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,0,0,0,1,10,1
1,0,999919,99919,991999,999919,2,3,0,2,1,1450,9,2,2,2,1,2,2,1,2,7,2,2,2,1,1,0,0,0,0,1,10,1
4,1,999919,99919,888888,999919,2,11,0,2,1,1200,9,2,2,2,1,5,2,1,2,8,3,7,1,1,1,0,0,0,0,0,9,1
3,0,999919,99919,991999,999919,2,12,0,2,1,7999,9,2,2,2,1,1,2,1,2,8,2,5,1,1,1,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1078,9,2,2,2,0,2,2,1,1,6,2,4,1,1,0,1,0,0,0,0,6,0
2,0,999919,99919,991999,999919,2,3,0,2,1,99999,9,9,9,9,1,2,2,1,2,1,1,9,2,1,0,0,1,0,0,0,10,1
3,1,999199,99919,991999,991999,3,11,0,8,8,2250,9,3,3,3,8,8,8,8,8,8,8,8,1,1,1,0,0,1,0,0,0,0
2,0,999919,99919,991999,999919,2,5,0,2,1,2100,9,2,2,2,0,4,1,0,2,1,2,2,2,1,0,0,1,0,0,0,4,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1670,9,2,2,2,0,4,2,1,2,10,2,4,1,1,1,0,1,0,0,0,8,1
2,0,999919,99919,991999,999919,2,1,0,2,1,1100,9,2,2,2,1,3,2,1,2,8,2,6,1,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2900,9,2,2,2,1,1,2,1,2,8,3,2,1,1,1,1,0,1,0,0,10,1
2,0,999919,99919,119999,999991,3,1,0,2,1,500,9,2,2,2,1,2,1,0,2,10,2,6,1,1,1,0,1,0,0,0,2,0
2,0,999919,99919,991999,999919,2,3,0,8,8,980,9,2,2,2,8,8,8,8,8,8,8,8,1,1,1,0,1,0,0,0,4,0
3,1,999919,99919,991999,999919,2,11,0,2,1,600,9,2,2,2,1,3,2,0,2,7,2,4,2,1,1,0,0,1,0,0,8,1
3,0,999919,99919,991999,999919,2,11,0,8,8,1680,9,2,2,2,8,8,8,8,8,9,8,8,2,1,1,0,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,11,0,2,1,915,2,2,2,2,1,1,2,1,2,10,2,2,1,1,1,0,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1375,2,2,2,2,1,1,2,1,2,7,3,4,1,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,12,0,2,1,3195,9,2,2,8,1,2,2,1,2,8,2,4,6,1,1,1,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,10,0,2,1,3400,9,2,2,2,1,2,2,1,2,9,3,2,4,1,1,0,0,1,0,0,10,1
1,0,999919,99919,991999,999919,2,4,0,2,1,1400,9,2,2,2,1,1,2,1,2,7,1,5,1,1,1,0,0,0,0,1,10,1
4,1,999919,99919,991999,999919,2,8,0,1,1,1378,2,2,2,2,1,5,2,0,1,8,2,6,1,1,1,0,0,0,0,0,4,0
2,1,999919,99919,888888,999919,2,12,0,2,1,920,2,2,2,2,1,1,2,1,2,5,2,2,1,1,0,1,1,0,0,0,9,1
2,1,999919,99919,991999,999919,2,11,0,2,1,4500,9,2,2,2,1,5,2,1,2,1,2,2,1,1,0,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,6,0,2,1,1400,9,2,2,2,1,2,2,1,2,9,2,2,2,1,1,0,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,12,0,1,8,1750,9,2,2,2,1,1,2,1,2,7,8,8,1,1,1,1,0,0,0,0,7,0
4,1,999919,99919,991999,999919,2,8,0,2,1,1400,9,2,2,2,8,3,1,0,1,6,2,6,4,1,0,0,0,0,0,0,3,0
4,1,999919,99919,991999,999919,2,10,0,2,1,940,9,1,2,2,1,1,1,1,1,8,2,2,1,1,1,0,0,0,0,0,6,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1975,2,2,2,2,1,2,2,1,2,8,2,4,1,1,1,0,0,1,0,0,10,1
4,0,999919,99919,991999,999991,2,5,0,2,1,1500,9,2,2,2,1,4,1,0,2,8,2,1,1,1,1,0,0,0,0,0,5,0
3,0,999919,99919,991999,999919,2,13,0,2,1,3200,9,2,2,2,1,1,2,1,2,5,2,4,1,1,0,1,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,5,0,2,1,1900,9,2,2,2,1,3,2,1,2,5,2,2,1,1,0,0,1,0,0,0,10,1
5,1,999919,99919,991999,999919,2,8,0,2,1,900,9,2,2,2,1,1,2,1,2,7,2,6,1,1,1,0,0,0,1,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1500,9,2,2,2,1,5,2,1,2,8,1,6,1,1,1,0,0,0,0,0,10,1
2,1,999919,99919,991999,199999,3,8,0,2,1,925,9,2,2,2,0,5,1,0,2,7,2,2,1,1,1,0,1,0,0,0,2,0
5,0,999919,99919,991999,999919,2,7,0,2,1,1000,9,2,2,2,1,2,2,1,2,7,2,5,1,1,1,0,0,0,1,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,4095,9,2,2,2,1,1,2,1,2,3,2,2,1,1,0,1,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,8,8,7999,9,2,2,2,8,8,8,8,8,4,8,8,2,1,0,1,0,1,0,0,4,0
1,0,999919,99919,991999,999991,2,3,0,1,1,1500,2,2,2,2,1,4,2,1,2,8,1,6,1,1,1,0,0,0,0,1,7,0
3,1,999919,99919,991999,999919,2,10,0,2,1,700,2,2,2,2,0,1,1,0,1,8,2,4,1,1,1,0,0,1,0,0,2,0
3,0,999919,99919,991999,999919,2,11,0,2,1,3000,9,2,2,2,1,5,2,1,2,9,2,4,1,1,1,0,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2900,9,2,2,2,1,5,2,1,2,1,2,2,2,1,0,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1400,9,2,2,2,1,1,2,1,1,7,2,2,1,1,1,0,0,1,0,0,8,1
3,1,999919,99919,991999,999919,2,10,0,2,1,879,9,2,2,2,1,1,2,1,2,9,1,4,5,1,1,0,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,612,1,2,2,2,1,5,1,0,1,8,2,4,2,1,1,0,1,0,0,0,4,0
1,1,999919,99919,991999,999919,2,11,0,2,1,950,9,2,2,2,1,5,1,0,1,9,2,2,1,1,1,0,0,0,0,1,4,0
1,0,999919,99919,991999,999919,2,11,0,2,1,1100,9,2,2,2,1,1,2,1,2,1,2,4,1,1,0,0,0,0,0,1,10,1
2,0,999919,99919,991999,999991,2,7,0,2,1,1850,9,2,2,2,1,4,2,1,1,5,1,4,1,1,0,0,1,0,0,0,7,0
3,1,999919,99919,991999,991999,2,12,0,2,1,1826,9,2,2,2,1,2,2,0,2,8,2,4,1,1,1,1,0,1,0,0,6,0
3,0,999919,99919,991999,999919,2,9,0,2,1,2700,9,2,2,2,0,1,2,1,2,9,8,4,1,1,1,0,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,2,0,2,1,1300,9,8,8,8,1,2,2,1,1,8,2,8,1,1,1,0,1,0,0,0,8,1
1,1,999919,99919,991999,999919,2,11,0,1,1,1250,9,2,1,2,0,3,1,0,2,9,2,2,2,1,1,0,0,0,0,1,2,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1130,9,2,2,2,0,1,2,1,2,7,2,2,1,1,1,1,1,0,0,0,8,1
2,0,999919,99919,991999,999919,2,5,0,1,1,1400,9,2,2,2,1,1,2,1,1,9,2,1,1,1,1,0,1,0,0,0,6,0
4,1,999919,99919,991999,999919,2,5,0,2,1,1250,9,2,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,2,1,1950,9,2,2,2,1,1,2,1,1,8,2,2,1,1,1,1,0,1,0,0,8,1
2,0,999919,99919,991999,999991,2,6,0,2,1,1700,9,2,2,2,1,5,2,1,2,10,2,2,1,1,1,0,1,0,0,0,9,1
4,1,999919,99919,991999,999919,2,11,0,2,1,2300,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,0,0,0,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1400,9,2,2,2,1,2,2,1,2,6,2,4,4,1,0,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,99999,9,9,9,9,1,4,2,1,2,8,1,9,1,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,3,0,2,1,4500,9,2,2,2,1,1,2,1,2,9,2,4,1,1,1,0,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,11,0,2,1,2650,9,2,2,2,1,4,2,1,1,10,3,1,1,1,1,0,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,10,0,2,1,99999,9,9,9,9,1,1,2,1,2,9,2,9,2,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,750,9,2,2,2,1,3,2,1,2,6,2,2,4,1,0,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,3000,9,2,2,2,1,2,2,1,2,8,2,4,1,1,1,0,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,890,9,2,2,2,0,1,2,0,1,8,2,4,2,1,1,1,0,0,0,0,4,0
3,0,999919,99919,991999,999919,2,12,0,1,1,3000,9,2,2,2,0,2,2,1,2,8,2,2,1,1,1,1,0,1,0,0,6,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1701,9,2,2,2,1,1,2,1,2,8,8,4,4,1,1,0,0,1,0,0,10,1
1,0,999919,99919,991999,999919,2,5,0,2,1,1850,2,2,2,2,1,2,2,1,2,5,2,2,2,1,0,0,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,13,0,8,8,1385,8,8,8,8,8,8,8,8,8,1,8,8,2,1,0,1,1,0,0,0,4,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1029,9,2,2,2,1,1,2,1,1,8,2,4,2,1,1,0,0,0,0,1,8,1
5,0,999919,99919,991999,999919,2,13,0,2,1,750,9,2,2,2,1,1,2,1,2,3,2,6,1,1,0,1,0,0,1,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1110,9,2,2,2,1,5,1,0,1,7,2,4,2,1,1,1,1,0,0,0,4,0
2,1,999919,99919,991999,999919,2,8,0,2,1,1300,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,925,9,2,2,2,1,1,1,0,2,8,2,2,1,1,1,0,0,0,0,1,6,0
2,1,999919,99919,991999,999919,2,11,0,2,1,950,2,2,2,2,1,1,2,1,2,8,2,2,2,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,900,9,2,2,2,1,2,1,0,1,7,2,2,2,1,1,0,0,0,0,1,4,0
2,1,999919,99919,991999,919999,2,13,0,2,1,770,1,2,2,2,1,2,1,0,1,7,2,4,2,1,1,1,1,0,0,0,2,0
3,0,999919,99919,991999,999919,2,9,0,2,1,2310,9,2,2,2,1,1,2,1,2,9,2,2,6,1,1,0,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,9,0,2,1,4100,9,2,2,2,1,5,2,0,2,9,2,2,1,1,1,0,0,1,0,0,8,1
4,0,999919,99919,991999,999919,2,5,0,2,1,800,9,2,2,2,1,2,2,1,2,7,2,6,1,1,1,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,13,0,1,1,780,2,2,2,2,0,3,1,0,1,8,2,4,4,1,1,1,1,0,0,0,0,0
2,1,999919,99919,991999,999919,2,11,0,1,1,957,9,2,2,2,1,1,2,1,2,8,2,4,2,1,1,0,1,0,0,0,8,1
2,0,999919,99919,991999,999919,3,6,0,2,1,1300,9,2,2,2,1,1,2,1,2,9,2,4,2,1,1,0,1,0,0,0,10,1
1,0,999919,99919,999991,999991,2,4,0,2,1,750,9,2,2,2,1,2,1,1,2,8,2,6,1,1,1,0,0,0,0,1,6,0
1,1,999919,99919,991999,999919,2,11,0,2,1,775,9,2,2,2,1,1,2,1,2,5,2,2,4,1,0,0,0,0,0,1,10,1
3,0,999919,99919,999991,999919,2,13,0,2,1,7999,9,2,2,2,1,1,2,1,2,6,2,2,1,1,0,1,0,1,0,0,9,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1500,9,2,2,2,1,2,2,1,2,2,1,3,2,1,0,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,2075,9,2,2,2,1,1,2,1,2,9,8,2,1,1,1,0,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,4880,9,2,2,2,0,2,2,1,2,7,2,2,1,1,1,1,0,1,0,0,8,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1200,9,2,2,2,1,3,2,1,2,8,1,2,1,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,3,11,0,8,1,600,2,2,2,2,1,1,2,1,1,9,2,4,6,1,1,0,0,1,0,0,7,0
3,0,999919,99919,991999,999919,2,13,0,2,1,3200,9,2,2,2,0,1,2,1,2,3,2,4,1,1,0,1,0,1,0,0,8,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1750,9,2,2,2,0,1,1,0,1,7,2,2,4,1,1,1,0,0,0,0,2,0
4,0,999919,99919,991999,888888,8,5,0,2,1,1500,9,2,2,2,1,2,2,1,2,9,1,2,1,1,1,0,0,0,0,0,9,1
3,1,999919,99919,991999,999919,2,13,0,2,1,1101,9,2,2,2,1,5,2,1,2,5,2,7,2,1,0,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,9,99999,9,9,9,9,1,1,2,1,2,8,2,9,1,1,1,1,0,0,0,0,8,1
4,1,999919,99919,991999,999919,2,13,0,2,1,708,2,2,2,2,1,1,2,1,2,1,2,4,2,1,0,1,0,0,0,0,10,1
1,1,999919,99919,991999,999919,8,9,0,2,2,1650,9,2,2,2,1,2,1,0,1,1,2,4,2,1,0,0,0,0,0,1,2,0
2,0,999919,99919,991999,999919,2,5,0,1,1,1500,9,2,1,2,1,5,2,1,1,6,2,2,2,1,0,0,1,0,0,0,6,0
1,1,999919,99199,991999,999919,3,11,0,2,1,925,9,2,2,1,1,1,2,1,1,9,2,2,1,1,1,0,0,0,0,1,6,0
3,1,999919,99919,991999,999919,2,10,0,2,1,650,9,2,2,2,1,1,2,1,2,9,2,4,1,1,1,0,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,3890,9,2,2,2,1,5,2,1,2,2,2,2,1,1,0,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,10,0,2,1,1825,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,950,2,2,2,2,1,2,2,1,2,6,1,2,2,1,0,0,0,0,0,0,10,1
4,0,888888,88888,888888,888888,8,3,0,2,8,1400,9,2,2,2,1,4,2,1,2,5,2,6,4,1,0,0,0,0,0,0,5,0
2,1,999919,99919,888888,999919,2,12,0,2,1,1200,9,2,2,2,1,3,1,0,2,8,2,4,2,1,1,1,1,0,0,0,5,0
1,1,999919,99919,888888,999919,2,11,0,8,8,865,9,2,2,2,8,8,8,8,8,8,8,8,1,1,1,0,0,0,0,1,3,0
1,1,999919,99919,991999,999919,2,11,0,8,8,1200,9,2,2,2,8,8,8,8,8,9,2,8,1,1,1,0,0,0,0,1,4,0
3,0,999919,99919,991999,999919,2,13,0,2,1,7999,2,2,2,2,1,5,2,1,2,4,2,2,1,1,0,1,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,3,0,2,1,150,3,3,3,3,1,1,2,1,2,7,1,6,1,1,1,0,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1400,9,2,2,2,8,8,8,8,8,6,8,8,4,1,0,1,0,0,0,0,6,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1500,9,2,2,2,1,5,2,1,2,7,2,2,1,1,1,1,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1100,9,2,2,2,1,1,2,0,2,7,2,4,1,1,1,0,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,12,0,2,1,844,9,1,2,2,0,5,2,1,2,8,2,7,2,1,1,1,0,1,0,0,8,1
2,1,999919,99919,991999,999919,2,12,0,1,1,575,9,2,2,2,1,3,2,1,2,4,2,7,2,1,0,1,1,0,0,0,8,1
2,0,999919,99919,991999,999919,2,3,0,2,1,1300,9,2,2,2,1,1,2,1,2,1,1,7,2,1,0,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,3,3,0,2,1,900,9,2,2,2,1,2,2,1,2,8,2,6,6,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,1,2,930,9,2,2,2,1,1,1,0,1,7,2,4,2,1,1,1,0,0,0,1,0,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1066,9,2,2,2,1,1,2,1,2,7,2,2,2,1,1,0,0,0,0,1,10,1
4,1,999919,99919,991999,999919,2,11,0,2,1,1500,9,2,2,2,1,1,1,1,2,8,2,2,1,1,1,0,0,0,0,0,8,1
2,1,999919,99919,991999,999919,2,11,0,8,8,1322,9,2,2,2,8,2,8,8,8,7,2,2,2,1,1,0,1,0,0,0,4,0
2,0,999919,99919,888888,999919,2,5,0,2,1,1100,9,2,2,2,1,4,2,0,2,7,1,6,2,1,1,0,1,0,0,0,7,0
3,1,999919,99919,999991,999919,2,13,0,2,1,1100,2,2,2,2,1,1,2,1,2,5,2,8,1,1,0,1,0,1,0,0,9,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1600,9,2,2,2,1,5,2,1,2,7,2,8,1,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,3950,9,2,2,2,1,1,2,1,2,10,1,2,4,1,1,1,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,8,8,3500,9,3,3,3,8,8,8,8,8,1,2,8,1,1,0,1,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1700,9,2,2,2,1,1,1,0,2,7,2,2,1,1,1,1,1,0,0,0,6,0
2,1,999919,99919,991999,999919,8,8,0,2,1,1200,9,1,1,1,1,1,2,1,2,9,2,2,2,1,1,0,1,0,0,0,10,1
2,1,199999,99919,991999,999991,3,5,0,2,2,1100,2,2,2,2,1,2,2,1,2,10,2,6,2,1,1,0,1,0,0,0,5,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,0,2,2,0,2,7,1,8,2,1,1,0,1,0,0,0,6,0
3,1,999919,99919,991999,199999,2,9,0,8,8,1850,9,3,3,3,8,8,8,8,8,10,8,8,1,1,1,0,0,1,0,0,2,0
1,0,999919,99919,991999,999919,2,3,0,8,8,2150,9,2,2,2,8,8,8,8,8,5,1,8,2,1,0,0,0,0,0,1,4,0
2,1,999919,99919,991999,991999,2,8,0,2,1,600,1,2,2,2,1,1,1,1,2,9,2,5,1,1,1,0,1,0,0,0,6,0
2,1,999919,99919,991999,999919,2,11,0,1,1,975,9,2,2,2,1,1,2,1,2,6,2,2,2,1,0,0,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1535,9,2,2,2,1,2,2,1,2,8,2,2,4,1,1,0,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,1,1,1100,2,2,2,2,1,3,2,1,1,8,2,2,1,1,1,1,1,0,0,0,6,0
1,1,999919,99919,991999,999919,2,12,0,1,1,1167,9,2,2,2,0,3,1,1,1,8,2,4,1,1,1,1,0,0,0,1,2,0
1,1,999919,99919,991999,999919,2,8,0,2,1,1100,9,1,2,2,1,1,2,1,1,7,2,4,2,1,1,0,0,0,0,1,8,1
1,1,999919,99919,199999,199999,3,8,0,1,1,1158,9,2,2,2,0,4,1,0,1,9,2,4,2,1,1,0,0,0,0,1,-4,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1500,9,2,2,2,1,5,1,1,1,7,3,7,1,1,1,1,1,0,0,0,6,0
1,1,999919,99919,991999,999919,2,11,0,2,1,550,2,2,2,2,1,4,2,1,2,9,2,4,2,1,1,0,0,0,0,1,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1400,9,2,2,2,1,4,2,1,2,7,1,2,4,1,1,0,0,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1150,9,2,2,2,1,3,2,1,2,8,2,2,3,1,1,0,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1300,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,2,1,987,2,2,2,2,1,1,2,1,2,5,2,4,1,1,0,1,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,10,0,2,1,635,2,2,2,2,1,1,2,1,2,9,2,4,2,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,888888,2,10,0,2,1,2500,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,9,1
5,0,999919,99919,991999,999919,2,1,0,2,1,2100,9,2,2,2,1,4,2,1,2,6,2,4,1,1,0,0,0,0,1,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,850,9,2,2,2,1,2,2,1,2,8,2,2,2,1,1,0,0,0,0,1,10,1
4,0,999919,99919,919999,999919,2,3,0,2,1,1600,9,2,2,2,1,4,2,1,2,8,1,6,1,1,1,0,0,0,0,0,8,1
1,0,999919,99919,991999,999919,2,5,0,2,1,650,2,2,2,2,1,4,2,1,2,9,2,4,1,1,1,0,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,940,9,2,2,2,1,1,2,0,2,10,2,4,1,1,1,0,1,0,0,0,8,1
4,1,999919,99919,991999,999919,2,13,0,2,1,460,3,3,3,3,1,1,2,1,2,5,2,7,1,1,0,1,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,8,0,2,1,2400,9,2,2,2,1,4,2,0,1,8,2,2,1,1,1,0,1,0,0,0,6,0
1,1,999919,99919,991999,999919,2,13,0,2,1,700,2,2,2,2,1,1,2,1,2,7,2,8,2,1,1,1,0,0,0,1,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,800,9,2,2,2,1,4,2,0,1,8,2,4,1,1,1,0,0,1,0,0,6,0
2,1,999919,99919,991999,999919,2,12,0,2,1,791,1,2,2,2,0,3,2,1,2,7,2,4,6,1,1,1,1,0,0,0,8,1
4,1,999919,99919,991999,999919,2,12,0,1,1,950,9,2,2,2,1,5,1,0,2,7,2,2,1,1,1,1,0,0,0,0,4,0
2,0,999919,99919,991999,999919,2,7,0,1,1,1450,9,2,2,2,1,4,2,1,2,7,2,6,4,1,1,0,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,8,0,2,1,776,9,2,2,2,1,1,2,1,2,7,2,4,4,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,8,0,2,1,1420,9,2,2,2,1,1,2,1,2,1,2,3,2,1,0,0,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,8,1250,9,2,2,2,1,1,2,1,2,7,2,6,4,1,1,0,0,0,0,0,9,1
3,1,999919,99919,991999,999919,2,13,0,2,1,1200,2,2,2,2,1,5,2,0,2,6,2,4,1,1,0,1,0,1,0,0,8,1
3,1,999919,99919,991999,991999,2,12,0,2,1,833,9,2,2,2,1,5,2,1,2,9,2,4,1,1,1,1,0,1,0,0,8,1
1,0,999919,99919,991999,999919,2,5,0,2,1,1500,9,2,2,2,1,2,2,1,2,2,1,6,2,1,0,0,0,0,0,1,10,1
3,1,999919,99919,999991,191199,2,10,0,2,1,2000,9,2,2,2,1,1,2,1,2,10,2,4,1,1,1,0,0,1,0,0,5,0
