Borough,Control,Condition of External Walls,Condition of Windows,Condition of Stairways,Condition of Floors,Condition of Building,Number of Units in Building,Complete Plumbing Facilities,Toilet Breakdowns,Kitchen Facilities Functioning,Monthly Contract Rent,Senior Citizen Rent Increase Exemption (SCRIE),Public Assistance Shelter Allowance,Another Federal Housing Subsidy Program,Another State or City Housing Subsidy Program,Heating Equipment Breakdown,Exterminator Service,Cracks or Holes in Interior Walls or Ceiling,Broken Plaster or Peeling Paint on Ceiling or Inside Walls,Water Leakage Inside Apartment,Year Built,Owner in Building,Length of Lease,Race,New Rent Law,Old,More_units,Brooklyn,Manhattan,Staten Island,Bronx,score,good
2,0,999919,99919,991999,999919,2,6,0,2,1,1000,9,2,2,2,1,4,2,1,2,7,2,2,1,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1050,9,2,2,2,0,4,2,1,1,8,2,1,1,1,1,0,0,0,0,1,6,0
4,0,999919,99919,991999,999919,2,13,0,2,1,3000,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,1,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,5335,9,2,2,2,1,2,2,1,2,3,3,2,1,1,0,1,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,5200,9,2,2,2,1,2,2,1,2,10,2,2,1,1,1,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,8,0,1,1,1200,2,2,2,2,1,1,2,0,1,9,2,4,2,1,1,0,0,1,0,0,4,0
1,1,999919,99919,991999,999919,2,8,0,2,1,1200,9,2,2,2,0,4,2,1,2,7,2,4,1,1,1,0,0,0,0,1,8,1
3,0,999919,99919,991999,999919,2,13,0,2,1,1600,9,2,2,2,1,5,2,1,2,3,2,2,1,1,0,1,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,8,0,2,1,1300,9,2,2,2,0,5,1,0,1,8,2,6,2,1,1,0,0,0,0,1,2,0
2,1,999919,99919,991999,999919,2,11,0,2,1,2345,9,2,2,2,1,2,2,1,2,9,2,2,2,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,8,8,1500,9,2,2,2,1,2,2,1,2,6,1,4,2,1,0,0,0,0,0,0,8,1
1,1,999919,99199,919999,991999,2,11,0,2,1,858,9,2,2,2,0,1,1,0,1,8,2,2,2,1,1,0,0,0,0,1,-4,0
3,0,999919,99919,991999,999919,2,13,0,2,1,1018,9,2,2,2,1,1,2,1,2,1,2,4,2,1,0,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1150,2,2,2,2,1,1,2,1,2,5,2,4,2,1,0,1,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,800,9,2,2,2,1,1,2,1,2,7,1,6,1,1,1,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1100,9,2,2,2,1,3,2,8,2,9,2,8,1,1,1,0,1,0,0,0,9,1
2,0,999919,19999,999991,999991,2,4,0,2,1,1850,9,2,2,2,1,4,2,1,2,8,2,6,1,1,1,0,1,0,0,0,6,0
4,0,999919,99919,991999,999919,2,12,0,2,1,800,9,2,2,1,1,1,2,1,2,3,2,2,2,1,0,1,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,532,9,2,2,2,1,1,2,1,2,9,2,2,2,1,1,0,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1100,9,2,2,2,0,1,2,1,2,8,2,2,6,1,1,0,0,1,0,0,8,1
2,1,999919,99919,991999,999919,3,8,0,2,1,1000,9,2,2,2,1,2,2,1,1,7,2,2,2,1,1,0,1,0,0,0,8,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1410,9,2,2,2,1,2,2,1,2,7,3,2,4,1,1,1,0,0,0,0,10,1
1,1,999919,99919,991999,991999,3,10,0,1,1,1595,9,2,2,2,0,1,1,0,1,7,2,2,2,1,1,0,0,0,0,1,-2,0
4,1,999919,99919,991999,999919,2,11,0,2,1,99999,9,9,9,9,1,1,2,1,2,6,2,9,1,1,0,0,0,0,0,0,10,1
5,0,999919,99919,991999,999919,2,1,0,2,1,1900,9,2,2,2,1,1,2,1,2,1,2,4,1,1,0,0,0,0,1,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1250,2,2,2,2,1,1,2,1,2,5,2,2,1,1,0,1,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,12,0,2,1,1850,9,2,2,2,8,1,8,8,8,7,2,8,1,1,1,1,0,0,0,0,6,0
3,0,999919,99919,991999,999919,2,13,0,2,1,3500,9,2,2,2,1,1,2,1,2,3,2,2,1,1,0,1,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,900,9,2,2,2,0,1,2,0,1,8,2,7,2,1,1,0,0,0,0,1,4,0
1,1,999919,99919,991999,999919,2,12,0,2,1,714,9,2,2,2,1,1,2,1,2,1,2,4,2,1,0,1,0,0,0,1,10,1
4,1,999919,99919,991999,999919,2,11,0,2,2,1400,9,2,2,2,1,1,2,1,2,7,2,4,1,1,1,0,0,0,0,0,8,1
1,1,999919,99919,991999,999919,2,12,0,8,8,730,9,2,2,2,8,8,8,8,8,2,8,8,2,1,0,1,0,0,0,1,4,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,1,2,2,1,2,9,1,4,1,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2750,9,2,2,2,1,1,2,1,2,3,2,2,4,1,0,1,0,1,0,0,10,1
2,0,999919,99919,999991,999991,2,3,0,2,1,750,9,2,2,2,1,4,2,1,2,8,2,6,2,1,1,0,1,0,0,0,8,1
3,0,999919,99919,991999,999991,2,6,0,2,1,1000,9,2,2,2,1,2,2,1,2,9,2,6,1,1,1,0,0,1,0,0,9,1
2,0,999919,99919,991999,999919,2,6,0,2,1,1500,9,2,2,2,8,8,8,8,8,7,3,7,2,1,1,0,1,0,0,0,6,0
4,1,999919,99919,991999,999919,2,13,0,2,1,1160,9,2,2,2,1,1,2,1,2,7,2,4,2,1,1,1,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,8,8,1300,9,2,2,2,8,8,8,8,8,2,8,8,4,1,0,1,1,0,0,0,4,0
3,1,999919,99919,991999,199999,3,8,0,2,1,1008,9,2,2,1,1,1,2,1,2,9,1,3,1,1,1,0,0,1,0,0,8,1
1,1,999919,99919,991999,999919,2,12,0,2,1,825,9,2,2,2,1,1,2,1,1,6,2,2,2,1,0,1,0,0,0,1,8,1
2,1,999919,99919,991999,999919,2,8,0,2,2,1032,9,2,2,2,0,2,2,1,1,9,2,4,2,1,1,0,1,0,0,0,4,0
2,0,999991,99919,919999,999919,2,3,0,2,1,1306,9,2,2,2,1,2,1,1,2,7,2,6,1,1,1,0,1,0,0,0,5,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1565,9,2,2,2,1,1,1,1,1,8,2,2,1,1,1,0,0,1,0,0,6,0
5,0,999919,99919,991999,999919,2,3,0,1,1,1000,9,2,2,2,1,4,2,1,2,3,1,6,1,1,0,0,0,0,1,0,8,1
3,1,999919,99919,991999,999919,2,10,0,8,8,1252,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,0,0,1,0,0,4,0
4,1,999919,99919,991999,999919,2,12,0,2,1,1238,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,1,0,0,0,0,10,1
4,1,888888,88888,888888,888888,8,13,0,1,1,801,3,2,2,2,1,4,2,1,2,3,8,2,4,1,0,1,0,0,0,0,4,0
3,1,999919,99919,991999,999919,2,13,0,2,1,1300,2,2,2,2,1,2,2,1,2,3,2,4,1,1,0,1,0,1,0,0,10,1
5,0,999919,99919,999991,999991,2,3,0,2,1,1000,9,2,2,2,1,5,2,1,2,3,2,6,1,1,0,0,0,0,1,0,8,1
2,1,999919,99919,888888,999919,2,8,0,2,1,2350,9,2,2,2,0,3,1,0,2,7,2,2,1,1,1,0,1,0,0,0,3,0
2,1,999919,99919,991999,999919,2,11,0,2,1,1200,2,2,2,2,1,1,2,1,2,7,2,4,4,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,8,0,2,1,900,9,2,2,2,1,4,2,1,2,1,2,4,1,1,0,0,0,0,0,1,10,1
4,1,999919,99919,991999,999919,2,11,0,2,1,1400,9,2,2,2,1,1,2,1,2,6,2,8,4,1,0,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,1,0,2,1,1650,2,2,2,2,1,4,2,1,2,6,2,6,2,1,0,0,0,0,0,0,10,1
3,1,999919,99919,888888,999919,2,11,0,2,1,2300,9,2,2,2,1,5,2,0,1,7,2,2,1,1,1,0,0,1,0,0,5,0
1,0,999919,99919,991999,999919,2,12,0,2,1,3000,9,1,2,2,1,8,2,1,2,8,2,8,1,1,1,1,0,0,0,1,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,900,9,2,2,2,1,2,2,1,2,7,1,6,1,1,1,0,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1550,9,2,2,2,1,1,2,1,1,7,2,4,1,1,1,1,0,0,0,0,8,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2400,9,2,2,2,1,5,2,1,2,6,2,2,1,1,0,1,0,1,0,0,10,1
4,0,999919,99919,999991,999991,2,3,0,2,2,2000,9,2,2,2,1,4,1,0,2,7,1,2,1,1,1,0,0,0,0,0,2,0
4,1,999919,99919,991999,999919,2,13,0,1,1,1550,9,2,2,2,1,1,2,1,2,7,2,4,1,1,1,1,0,0,0,0,8,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1050,9,2,2,2,1,1,2,1,2,7,2,2,2,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,1,1,1200,9,2,2,2,0,1,2,1,2,8,2,2,1,1,1,0,0,0,0,1,6,0
1,1,999919,99919,991999,999919,2,12,0,2,1,1400,9,2,2,2,0,1,2,1,2,7,2,4,1,1,1,1,0,0,0,1,8,1
4,1,999919,99919,991999,999919,2,12,0,8,8,925,9,2,2,2,1,1,2,1,2,6,2,4,1,1,0,1,0,0,0,0,8,1
2,0,999919,99919,991999,999919,2,7,0,2,1,3125,9,2,2,2,1,2,2,1,2,7,2,4,2,1,1,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,3500,9,2,2,2,1,2,2,1,2,9,1,4,6,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,1,1,2100,9,2,2,2,1,5,2,1,2,10,2,2,1,1,1,1,0,1,0,0,8,1
1,0,999919,99919,991999,999919,2,1,0,2,8,2000,9,2,2,2,0,3,2,1,2,9,2,2,1,1,1,0,0,0,0,1,7,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1100,9,2,2,1,1,1,2,1,2,9,2,6,1,1,1,0,0,1,0,0,10,1
3,1,999919,99919,888888,999991,2,12,0,2,1,1969,2,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,0,1,0,0,8,1
2,1,999919,99919,991999,999919,2,13,0,2,1,1243,2,2,2,2,1,1,2,1,2,6,2,2,1,1,0,1,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,5,0,2,1,1150,2,2,2,2,1,5,2,1,2,7,1,2,1,1,1,0,1,0,0,0,10,1
5,0,999919,99919,991999,999919,2,3,0,2,1,850,2,2,2,2,1,4,2,1,2,2,1,6,1,1,0,0,0,0,1,0,10,1
2,0,999919,99919,991999,999919,2,7,0,8,8,1700,9,2,2,2,8,8,8,8,8,6,8,8,2,1,0,0,1,0,0,0,4,0
3,1,999919,99919,991999,999919,2,13,0,2,1,4400,2,2,2,2,0,1,1,0,1,7,2,6,1,1,1,1,0,1,0,0,2,0
1,1,999919,99919,991999,999919,2,12,0,2,1,1350,9,2,2,2,1,1,2,1,2,8,2,4,2,1,1,1,0,0,0,1,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,1500,9,2,2,2,1,4,2,1,2,8,2,2,1,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1050,9,2,2,2,1,5,2,1,2,8,2,4,2,1,1,1,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,770,2,2,2,2,0,1,2,1,2,8,2,4,1,1,1,1,1,0,0,0,8,1
5,0,999199,19999,919999,999991,1,6,0,1,1,800,9,2,2,2,1,5,1,0,2,9,2,6,1,1,1,0,0,0,1,0,-3,0
4,1,999919,99919,991999,999919,2,8,0,1,8,1735,2,2,2,2,1,2,2,1,2,6,2,4,1,1,0,0,0,0,0,0,7,0
1,0,999919,99919,888888,999919,2,5,0,2,1,1600,9,2,2,1,1,4,2,1,2,2,1,2,2,1,0,0,0,0,0,1,9,1
3,1,999919,99919,991999,999919,2,13,0,8,8,1195,9,2,2,2,8,8,8,8,8,6,8,8,2,1,0,1,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,12,0,2,1,1748,9,2,2,2,1,1,1,0,1,7,3,2,2,1,1,1,0,1,0,0,4,0
4,1,999919,99919,991999,999919,2,12,0,2,1,1217,9,2,2,2,1,1,2,1,2,6,2,4,1,1,0,1,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1175,9,2,2,2,0,2,2,1,2,7,1,6,2,1,1,0,0,0,0,0,8,1
4,1,999919,99919,919999,999919,2,10,0,2,1,1500,9,2,2,2,1,5,1,0,2,9,2,8,1,1,1,0,0,0,0,0,4,0
1,1,999919,99919,991999,999919,2,12,0,2,1,1250,9,2,2,2,0,4,2,0,1,8,2,2,1,1,1,1,0,0,0,1,4,0
2,1,999919,99919,991999,999919,2,11,0,8,8,672,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,0,1,0,0,0,4,0
3,1,999919,99919,991999,999919,2,10,0,2,1,1250,9,2,2,2,0,4,1,1,1,8,2,4,2,1,1,0,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,12,0,2,1,700,2,2,2,1,1,1,2,1,2,8,2,4,1,1,1,1,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,1,0,2,1,2000,9,2,2,2,1,2,2,1,2,6,2,4,2,1,0,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,2,1,1636,9,2,2,2,1,1,2,1,2,6,3,4,1,1,0,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,2,1,4000,9,2,2,2,1,5,2,1,2,1,3,2,1,1,0,1,0,1,0,0,10,1
4,0,999199,99919,991999,999991,1,3,0,2,1,1000,9,2,2,2,1,4,2,1,2,9,2,4,1,1,1,0,0,0,0,0,7,0
3,1,999919,99919,991999,999919,2,11,0,1,1,800,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,8,1
1,1,999919,99919,991999,999919,2,13,0,2,1,970,9,2,2,2,1,1,1,0,1,5,2,2,2,1,0,1,0,0,0,1,4,0
3,0,999919,99919,991999,999919,2,13,0,8,8,3300,9,2,2,2,8,1,8,8,2,2,2,2,4,1,0,1,0,1,0,0,5,0
2,0,999919,99919,991999,999991,2,5,0,2,1,1650,9,2,2,2,1,1,2,1,2,2,2,6,1,1,0,0,1,0,0,0,9,1
2,1,999919,99919,991999,999919,2,12,0,2,1,600,2,2,2,2,1,1,2,1,2,5,2,6,1,1,0,1,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1378,9,2,2,2,1,4,2,1,2,6,1,2,1,1,0,0,0,0,0,0,10,1
1,1,999919,91999,919999,888888,3,11,0,2,1,1100,9,1,2,2,1,1,2,1,2,9,3,7,2,1,1,0,0,0,0,1,5,0
2,0,999919,99919,991999,999919,2,5,0,2,1,1150,9,2,2,2,1,4,2,1,1,7,2,4,2,1,1,0,1,0,0,0,8,1
1,0,999919,99919,999991,999991,2,3,0,2,1,450,9,2,2,2,1,4,2,1,2,8,2,6,1,1,1,0,0,0,0,1,8,1
4,0,999919,99919,888888,999919,2,3,0,2,1,400,9,2,2,2,1,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,9,1
2,0,999919,99919,991999,999919,2,4,0,2,1,1350,9,2,2,2,0,4,1,1,1,7,2,4,4,1,1,0,1,0,0,0,4,0
2,0,999919,99919,991999,999991,2,3,0,8,8,1300,9,2,2,2,8,8,8,8,8,10,8,8,2,1,1,0,1,0,0,0,3,0
4,0,999919,99919,991999,999919,2,5,0,2,1,1750,2,2,2,2,1,2,2,1,2,7,2,2,4,1,1,0,0,0,0,0,10,1
4,1,999919,99919,991999,999919,2,10,0,2,1,1477,9,2,2,2,1,1,2,1,2,8,3,4,4,1,1,0,0,0,0,0,10,1
2,0,999919,99919,991999,999991,2,4,0,2,1,1300,9,2,2,2,1,1,2,1,2,9,2,4,1,1,1,0,1,0,0,0,9,1
4,0,999919,99919,991999,999919,2,3,0,8,1,1800,9,2,2,2,1,1,2,1,2,8,1,2,1,1,1,0,0,0,0,0,9,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1200,9,2,2,2,0,1,2,1,2,7,2,4,1,1,1,1,1,0,0,0,8,1
1,1,999919,99919,991999,999919,2,12,0,2,1,950,9,2,2,2,1,1,1,1,2,7,2,2,2,1,1,1,0,0,0,1,8,1
3,0,999919,99919,991999,999919,2,11,0,2,1,2300,9,2,2,2,1,5,2,1,2,8,2,2,4,1,1,0,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,9,0,2,1,1200,9,2,2,2,0,1,1,0,2,7,8,2,2,1,1,0,1,0,0,0,4,0
4,0,999199,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,1,2,2,1,2,7,1,4,2,1,1,0,0,0,0,0,8,1
1,1,999919,99919,919999,199999,3,12,0,1,1,580,2,2,2,2,1,1,2,1,2,8,2,4,2,1,1,1,0,0,0,1,4,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1800,9,2,2,2,1,4,1,1,2,7,2,6,1,1,1,0,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1616,2,2,2,2,1,3,2,0,1,8,2,4,1,1,1,0,0,1,0,0,6,0
4,0,999919,99919,991999,999991,2,3,0,8,8,778,9,3,3,3,8,8,8,8,8,6,8,8,1,1,0,0,0,0,0,0,3,0
2,0,999919,99919,991999,999919,2,6,0,2,1,765,9,2,2,2,1,4,2,1,2,7,2,1,1,1,1,0,1,0,0,0,10,1
1,1,999919,19999,919999,999919,2,12,0,2,1,1216,9,2,2,2,1,1,2,0,1,8,2,4,1,1,1,1,0,0,0,1,2,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1080,3,3,3,3,1,1,2,1,2,7,2,7,1,1,1,1,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,5,0,1,1,1100,9,2,2,2,1,2,2,1,2,9,1,6,1,1,1,0,1,0,0,0,8,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1400,9,2,2,2,1,4,2,1,2,7,2,6,1,1,1,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,13,0,2,1,650,2,2,2,2,1,5,2,1,2,5,2,4,1,1,0,1,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,2,1,1300,9,2,2,2,0,1,2,1,2,8,2,2,2,1,1,1,0,0,0,1,8,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1950,9,2,2,2,1,2,2,0,1,9,2,2,1,1,1,0,0,1,0,0,6,0
3,0,999919,99919,991999,999919,2,11,0,2,1,2200,9,2,2,2,1,1,2,1,2,10,2,2,1,1,1,0,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,8,840,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,0,0,0,0,1,9,1
1,1,999919,99919,991999,999919,2,12,0,2,1,850,9,2,2,2,1,1,2,1,2,6,2,2,1,1,0,1,0,0,0,1,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,3950,9,2,2,2,1,5,2,1,2,1,3,4,1,1,0,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1700,9,2,2,2,0,1,1,0,1,6,2,2,2,1,0,1,0,0,0,0,2,0
3,1,999919,99919,991999,991999,2,12,0,1,1,728,2,2,2,2,0,3,1,0,1,9,2,4,2,1,1,1,0,1,0,0,-2,0
2,1,999919,99919,991999,999919,8,11,0,1,1,1050,9,1,1,2,1,2,1,1,2,9,2,3,2,1,1,0,1,0,0,0,6,0
2,0,999919,99919,991999,999919,2,3,0,1,1,400,9,2,2,2,1,2,2,1,2,9,1,6,2,1,1,0,1,0,0,0,8,1
4,0,999919,99919,991999,999919,2,13,0,2,1,2300,9,2,2,2,1,5,2,1,2,1,2,2,1,1,0,1,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,4,0,2,1,950,9,2,2,2,1,4,2,1,2,7,2,1,4,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,5500,9,2,2,2,1,2,2,1,2,3,2,2,1,1,0,1,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,824,9,2,2,2,0,1,2,1,1,9,2,2,2,1,1,0,1,0,0,0,6,0
2,0,999919,99919,991999,999919,2,3,0,2,1,800,9,2,2,2,1,4,2,1,2,8,1,6,2,1,1,0,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,12,0,1,1,914,8,2,2,2,0,1,2,1,2,6,2,4,4,1,0,1,0,0,0,0,6,0
4,0,999919,99919,991999,999919,2,6,0,2,1,2100,2,2,2,2,0,4,1,0,1,6,2,8,1,1,0,0,0,0,0,0,2,0
1,1,919999,99919,119999,999919,3,13,0,8,8,1150,9,2,2,1,8,1,8,8,8,7,8,8,2,1,1,1,0,0,0,1,-1,0
2,1,999919,99919,991999,999919,2,11,0,2,1,1042,9,2,2,2,1,1,2,1,2,8,2,7,2,1,1,0,1,0,0,0,10,1
1,0,999919,99919,888888,999919,2,12,0,2,1,182,3,2,3,3,1,1,2,1,2,1,2,2,1,1,0,1,0,0,0,1,9,1
2,1,999919,99919,991999,999919,2,12,0,1,1,99999,9,9,9,9,1,1,2,1,2,7,2,9,1,1,1,1,1,0,0,0,8,1
3,0,999919,99919,999991,999919,8,13,0,8,8,3000,9,2,2,2,1,2,2,1,2,6,2,3,1,1,0,1,0,1,0,0,7,0
3,0,999919,99919,991999,999919,2,13,0,1,1,7999,9,2,2,2,1,1,2,1,2,3,3,1,1,1,0,1,0,1,0,0,8,1
3,0,999919,99919,991999,999919,2,11,0,2,1,4100,9,2,2,2,0,1,1,1,2,9,2,2,1,1,1,0,0,1,0,0,6,0
3,1,999919,99919,991999,999919,2,13,0,1,1,2250,9,2,2,2,1,1,2,1,2,8,2,2,4,1,1,1,0,1,0,0,8,1
5,0,999199,91999,999991,999991,3,3,0,2,1,1200,9,2,2,2,1,4,2,1,2,5,2,6,2,1,0,0,0,0,1,0,4,0
2,1,999919,91999,991999,999919,2,10,0,2,1,1153,9,2,2,2,0,3,1,0,1,7,2,4,2,1,1,0,1,0,0,0,0,0
1,1,999919,99919,991999,999919,2,6,0,2,1,1300,9,2,2,2,0,4,2,1,2,9,2,5,2,1,1,0,0,0,0,1,8,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1030,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,0,0,0,1,10,1
2,0,999919,99919,888888,999919,2,1,0,2,1,99999,9,9,9,9,0,4,1,0,2,9,2,9,2,1,1,0,1,0,0,0,3,0
3,0,999919,99919,991999,999919,2,3,0,2,1,2300,9,2,2,2,1,4,2,1,2,9,1,2,1,1,1,0,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,1900,9,2,2,2,1,1,2,0,2,8,2,2,1,1,1,1,0,1,0,0,8,1
1,1,999919,99919,991999,999919,2,6,0,2,1,1200,9,1,2,2,1,5,1,1,1,9,2,2,2,1,1,0,0,0,0,1,6,0
3,1,999919,99919,991999,999919,2,13,0,2,1,1000,9,2,2,2,1,1,2,1,2,6,2,4,2,1,0,1,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,1,1,932,9,2,2,2,0,2,1,1,2,8,2,2,2,1,1,0,0,0,0,1,4,0
2,0,999919,99919,991999,999919,2,5,0,2,1,1200,9,2,2,2,1,3,2,1,2,10,2,6,2,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,2,1,875,2,2,2,2,1,1,2,1,2,7,2,2,2,1,1,1,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,13,0,2,1,1200,9,2,2,2,1,1,2,1,1,5,2,2,2,1,0,1,1,0,0,0,8,1
1,1,999919,99919,991999,999919,2,12,0,1,8,757,2,2,2,2,0,1,2,1,2,1,3,2,1,1,0,1,0,0,0,1,5,0
2,0,999919,99919,991999,999919,2,6,0,2,1,850,9,2,2,2,1,1,2,1,2,7,1,6,2,1,1,0,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,9,0,2,1,1069,8,8,8,8,8,2,2,1,2,6,2,8,1,1,0,0,0,0,0,0,9,1
2,0,999919,99919,991999,999919,2,4,0,2,1,1200,9,1,2,2,1,4,2,1,2,9,2,2,2,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,10,0,2,1,3500,9,2,2,2,1,1,2,1,2,10,2,2,1,1,1,0,0,1,0,0,10,1
3,0,999919,99919,888888,999919,2,13,0,2,1,3500,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,1,0,1,0,0,9,1
3,0,999919,99919,991999,999919,2,6,0,2,1,2775,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,3500,2,2,2,2,1,5,2,1,2,3,2,4,1,1,0,1,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1400,9,2,2,2,1,4,1,0,2,1,1,6,2,1,0,0,0,0,0,0,6,0
3,1,999919,99919,991999,999919,2,13,0,8,8,1900,9,2,1,2,8,8,8,8,8,1,8,8,2,1,0,1,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,11,0,2,1,1100,9,2,2,2,1,1,2,1,2,8,2,4,2,1,1,0,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1400,9,2,2,2,8,8,8,8,8,8,8,8,5,1,1,0,0,0,0,0,6,0
2,1,999919,99919,991999,999919,2,8,0,2,1,1300,9,2,2,2,0,1,1,0,1,9,2,2,2,1,1,0,1,0,0,0,2,0
2,0,999919,99919,991999,999919,2,6,0,2,1,1250,9,2,2,2,1,4,2,1,2,7,1,6,2,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,9,0,2,1,120,2,2,2,2,1,2,2,1,2,8,2,6,1,1,1,0,0,0,0,1,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1600,9,2,2,2,1,3,2,1,2,8,2,4,1,1,1,0,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,1000,9,2,2,2,1,5,2,1,2,8,1,2,4,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,858,9,2,2,2,1,1,2,1,2,7,2,5,2,1,1,1,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,5,0,2,1,99999,9,9,9,9,1,2,2,1,2,8,1,9,1,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,2000,9,2,2,2,1,4,2,1,2,1,1,2,2,1,0,0,0,0,0,0,10,1
5,0,999919,99919,991999,999919,2,3,0,2,8,1000,9,2,2,2,1,2,2,1,2,8,1,6,1,1,1,0,0,0,1,0,9,1
